review_id,user_id,restaurant_id,rating,comment,created_at
68,3,3,4,Hơi ít so với hình nhưng ngon,2026-05-05 11:55:01.300168
69,90,8,4,Đóng gói cẩn thận sạch sẽ,2026-05-12 00:45:01.300168
70,47,6,5,Đồ ăn nóng hổi ngon miệng,2026-04-28 08:45:01.300168
71,43,3,5,"Ăn vừa vị, giá cả hợp lý",2026-05-04 03:43:01.300168
72,39,5,4,Đóng gói cẩn thận sạch sẽ,2026-04-30 15:58:01.300168
73,6,8,4,"Giao siêu nhanh, shipper dễ thương",2026-05-16 23:20:01.300168
74,2,6,5,"Ăn vừa vị, giá cả hợp lý",2026-05-01 01:01:01.300168
75,90,5,4,"Ăn vừa vị, giá cả hợp lý",2026-05-06 17:55:01.300168
76,43,4,3,"Giao siêu nhanh, shipper dễ thương",2026-04-30 14:51:01.300168
77,60,3,5,Đóng gói cẩn thận sạch sẽ,2026-05-16 04:27:01.300168
78,11,10,5,"Ăn vừa vị, giá cả hợp lý",2026-05-18 01:21:01.300168
79,22,8,5,Hơi ít so với hình nhưng ngon,2026-05-04 06:07:01.300168
80,24,5,5,"Ăn vừa vị, giá cả hợp lý",2026-05-07 10:20:01.300168
81,27,8,4,"Ăn vừa vị, giá cả hợp lý",2026-04-27 10:44:01.300168
82,41,7,4,Đóng gói cẩn thận sạch sẽ,2026-05-10 05:32:01.300168
83,29,9,3,Đóng gói cẩn thận sạch sẽ,2026-05-02 03:25:01.300168
84,4,5,4,"Giao siêu nhanh, shipper dễ thương",2026-04-24 21:35:01.300168
85,34,8,5,Đồ ăn nóng hổi ngon miệng,2026-04-30 02:52:01.300168
86,20,5,5,"Giao siêu nhanh, shipper dễ thương",2026-05-02 00:33:01.300168
87,26,7,3,"Giao siêu nhanh, shipper dễ thương",2026-05-14 09:49:01.300168
88,63,7,5,Đóng gói cẩn thận sạch sẽ,2026-04-21 11:42:01.300168
89,18,10,4,Đồ ăn nóng hổi ngon miệng,2026-05-18 19:36:01.300168
90,23,6,4,"Giao siêu nhanh, shipper dễ thương",2026-05-03 07:13:01.300168
91,45,6,5,Đồ ăn nóng hổi ngon miệng,2026-05-02 17:45:01.300168
92,52,7,4,"Ăn vừa vị, giá cả hợp lý",2026-04-20 17:49:01.300168
93,90,6,4,"Giao siêu nhanh, shipper dễ thương",2026-05-11 18:53:01.300168
94,43,9,4,Đóng gói cẩn thận sạch sẽ,2026-04-21 12:19:01.300168
95,50,7,4,Đóng gói cẩn thận sạch sẽ,2026-04-26 06:49:01.300168
96,35,2,3,"Ăn vừa vị, giá cả hợp lý",2026-04-30 10:43:01.300168
97,48,9,5,Đóng gói cẩn thận sạch sẽ,2026-04-29 10:22:01.300168
98,9,2,4,Đồ ăn nóng hổi ngon miệng,2026-04-27 17:46:01.300168
99,4,10,5,Đóng gói cẩn thận sạch sẽ,2026-05-02 10:33:01.300168
100,65,3,3,Đóng gói cẩn thận sạch sẽ,2026-04-21 20:51:01.300168
101,54,10,3,"Giao siêu nhanh, shipper dễ thương",2026-05-03 03:24:01.300168
102,35,2,5,"Giao siêu nhanh, shipper dễ thương",2026-05-12 23:10:01.300168
103,99,6,3,Hơi ít so với hình nhưng ngon,2026-04-23 19:42:01.300168
104,11,9,3,Đồ ăn nóng hổi ngon miệng,2026-04-29 06:28:01.300168
105,97,7,4,Đồ ăn nóng hổi ngon miệng,2026-05-09 13:21:01.300168
106,50,3,4,Đồ ăn nóng hổi ngon miệng,2026-05-04 20:13:01.300168
107,71,5,4,Hơi ít so với hình nhưng ngon,2026-04-28 20:34:01.300168
108,65,10,4,Hơi ít so với hình nhưng ngon,2026-05-08 21:17:01.300168
109,16,1,4,Đóng gói cẩn thận sạch sẽ,2026-05-02 21:44:01.300168
110,85,10,4,"Giao siêu nhanh, shipper dễ thương",2026-04-30 09:49:01.300168
111,45,2,4,Đồ ăn nóng hổi ngon miệng,2026-04-25 19:44:01.300168
112,80,8,3,"Ăn vừa vị, giá cả hợp lý",2026-05-07 01:55:01.300168
113,78,10,5,Đóng gói cẩn thận sạch sẽ,2026-04-26 16:07:01.300168
114,73,2,4,Hơi ít so với hình nhưng ngon,2026-05-09 11:15:01.300168
115,7,7,5,Hơi ít so với hình nhưng ngon,2026-05-01 23:43:01.300168
116,15,3,4,"Ăn vừa vị, giá cả hợp lý",2026-04-30 04:08:01.300168
117,20,8,3,Hơi ít so với hình nhưng ngon,2026-05-09 22:07:01.300168
118,5,4,5,"Giao siêu nhanh, shipper dễ thương",2026-05-04 21:48:01.300168
119,25,10,4,Đồ ăn nóng hổi ngon miệng,2026-05-02 15:53:01.300168
120,75,10,4,Hơi ít so với hình nhưng ngon,2026-04-23 21:38:01.300168
121,74,1,3,Hơi ít so với hình nhưng ngon,2026-04-20 09:43:01.300168
122,56,3,4,Hơi ít so với hình nhưng ngon,2026-05-13 09:28:01.300168
123,43,3,5,Đồ ăn nóng hổi ngon miệng,2026-05-13 01:37:01.300168
124,74,6,3,"Giao siêu nhanh, shipper dễ thương",2026-05-07 00:33:01.300168
125,52,5,5,Hơi ít so với hình nhưng ngon,2026-04-24 00:32:01.300168
126,46,1,4,"Ăn vừa vị, giá cả hợp lý",2026-05-08 01:15:01.300168
127,46,8,5,Đóng gói cẩn thận sạch sẽ,2026-05-17 10:52:01.300168
128,98,8,3,"Giao siêu nhanh, shipper dễ thương",2026-05-08 17:38:01.300168
129,71,10,4,Đóng gói cẩn thận sạch sẽ,2026-04-22 23:38:01.300168
130,53,1,5,Hơi ít so với hình nhưng ngon,2026-05-06 04:45:01.300168
131,78,1,4,Đóng gói cẩn thận sạch sẽ,2026-05-19 13:44:01.300168
132,5,9,3,"Giao siêu nhanh, shipper dễ thương",2026-04-29 10:00:01.300168
133,82,9,4,"Ăn vừa vị, giá cả hợp lý",2026-04-26 22:12:01.300168
134,42,10,4,Đóng gói cẩn thận sạch sẽ,2026-05-15 19:24:01.300168
135,61,9,4,Hơi ít so với hình nhưng ngon,2026-05-11 18:17:01.300168
136,37,8,4,"Giao siêu nhanh, shipper dễ thương",2026-04-21 10:52:01.300168
137,73,6,5,Đóng gói cẩn thận sạch sẽ,2026-05-03 12:36:01.300168
138,53,4,5,"Ăn vừa vị, giá cả hợp lý",2026-05-13 15:03:01.300168
139,71,6,5,"Ăn vừa vị, giá cả hợp lý",2026-05-16 17:42:01.300168
140,35,1,4,"Ăn vừa vị, giá cả hợp lý",2026-05-13 11:30:01.300168
141,52,6,3,"Ăn vừa vị, giá cả hợp lý",2026-05-13 22:02:01.300168
142,42,5,3,"Giao siêu nhanh, shipper dễ thương",2026-04-27 07:59:01.300168
143,39,4,3,"Ăn vừa vị, giá cả hợp lý",2026-04-21 14:03:01.300168
144,14,7,5,Đóng gói cẩn thận sạch sẽ,2026-04-25 10:44:01.300168
145,72,6,4,Đóng gói cẩn thận sạch sẽ,2026-05-01 08:48:01.300168
146,9,1,4,Đồ ăn nóng hổi ngon miệng,2026-04-20 11:22:01.300168
147,85,9,4,Đóng gói cẩn thận sạch sẽ,2026-05-10 11:54:01.300168
148,69,10,3,"Ăn vừa vị, giá cả hợp lý",2026-05-04 15:24:01.300168
149,50,2,3,Hơi ít so với hình nhưng ngon,2026-05-19 06:57:01.300168
150,2,1,4,"Ăn vừa vị, giá cả hợp lý",2026-05-03 14:37:01.300168
151,3,9,4,"Giao siêu nhanh, shipper dễ thương",2026-05-12 20:41:01.300168
152,28,8,5,"Ăn vừa vị, giá cả hợp lý",2026-05-04 13:05:01.300168
153,39,7,3,"Ăn vừa vị, giá cả hợp lý",2026-05-07 21:03:01.300168
154,9,4,4,Đóng gói cẩn thận sạch sẽ,2026-05-08 23:55:01.300168
155,5,1,5,"Giao siêu nhanh, shipper dễ thương",2026-05-13 22:41:01.300168
156,82,8,4,Hơi ít so với hình nhưng ngon,2026-04-22 02:49:01.300168
157,74,5,5,"Giao siêu nhanh, shipper dễ thương",2026-05-02 05:02:01.300168
158,18,10,4,Hơi ít so với hình nhưng ngon,2026-05-18 16:46:01.300168
159,92,2,4,Đóng gói cẩn thận sạch sẽ,2026-04-28 17:38:01.300168
160,48,7,5,"Giao siêu nhanh, shipper dễ thương",2026-04-21 08:24:01.300168
161,31,2,3,"Ăn vừa vị, giá cả hợp lý",2026-05-15 15:19:01.300168
162,36,7,5,Hơi ít so với hình nhưng ngon,2026-05-06 07:02:01.300168
163,77,8,5,"Ăn vừa vị, giá cả hợp lý",2026-05-17 11:36:01.300168
164,78,6,5,"Giao siêu nhanh, shipper dễ thương",2026-05-05 00:35:01.300168
165,29,9,4,Hơi ít so với hình nhưng ngon,2026-05-17 20:41:01.300168
166,19,3,4,"Ăn vừa vị, giá cả hợp lý",2026-05-11 04:14:01.300168
167,28,10,4,"Ăn vừa vị, giá cả hợp lý",2026-05-17 10:56:01.300168
168,41,7,5,"Giao siêu nhanh, shipper dễ thương",2026-04-25 11:27:01.300168
169,1,6,5,Hơi ít so với hình nhưng ngon,2026-05-06 10:04:01.300168
170,63,5,5,"Ăn vừa vị, giá cả hợp lý",2026-05-08 12:49:01.300168
171,86,6,3,Đóng gói cẩn thận sạch sẽ,2026-05-04 22:54:01.300168
172,71,7,4,Đồ ăn nóng hổi ngon miệng,2026-05-11 23:50:01.300168
173,79,8,4,"Ăn vừa vị, giá cả hợp lý",2026-04-24 00:44:01.300168
174,62,9,4,Đồ ăn nóng hổi ngon miệng,2026-05-04 06:22:01.300168
175,88,2,5,"Ăn vừa vị, giá cả hợp lý",2026-04-28 20:07:01.300168
176,100,10,4,"Giao siêu nhanh, shipper dễ thương",2026-05-13 19:49:01.300168
177,11,3,5,"Giao siêu nhanh, shipper dễ thương",2026-05-09 15:42:01.300168
178,40,8,3,Đóng gói cẩn thận sạch sẽ,2026-05-04 01:18:01.300168
179,3,9,5,"Giao siêu nhanh, shipper dễ thương",2026-04-26 07:09:01.300168
180,92,9,4,Hơi ít so với hình nhưng ngon,2026-05-05 03:47:01.300168
181,3,2,4,Đồ ăn nóng hổi ngon miệng,2026-05-02 04:12:01.300168
182,64,9,5,Đồ ăn nóng hổi ngon miệng,2026-05-13 07:47:01.300168
183,45,2,5,"Ăn vừa vị, giá cả hợp lý",2026-05-02 21:38:01.300168
184,17,10,3,"Ăn vừa vị, giá cả hợp lý",2026-04-22 09:49:01.300168
185,25,7,4,Đóng gói cẩn thận sạch sẽ,2026-05-09 03:32:01.300168
186,43,3,5,"Giao siêu nhanh, shipper dễ thương",2026-05-06 08:57:01.300168
187,93,8,4,"Giao siêu nhanh, shipper dễ thương",2026-05-12 14:42:01.300168
188,20,7,5,Đồ ăn nóng hổi ngon miệng,2026-05-11 01:56:01.300168
189,59,1,4,"Giao siêu nhanh, shipper dễ thương",2026-05-09 19:25:01.300168
190,70,7,5,Đồ ăn nóng hổi ngon miệng,2026-04-30 12:02:01.300168
191,7,4,3,"Giao siêu nhanh, shipper dễ thương",2026-04-23 01:04:01.300168
192,9,9,4,Đồ ăn nóng hổi ngon miệng,2026-05-05 02:54:01.300168
193,37,7,4,Đồ ăn nóng hổi ngon miệng,2026-05-19 00:05:01.300168
194,75,10,5,"Giao siêu nhanh, shipper dễ thương",2026-04-20 04:57:01.300168
195,69,3,3,"Ăn vừa vị, giá cả hợp lý",2026-05-09 02:48:01.300168
196,72,4,4,"Ăn vừa vị, giá cả hợp lý",2026-05-08 15:35:01.300168
197,48,7,5,"Ăn vừa vị, giá cả hợp lý",2026-05-17 10:53:01.300168
198,32,4,5,"Giao siêu nhanh, shipper dễ thương",2026-05-09 17:47:01.300168
199,60,3,3,Đồ ăn nóng hổi ngon miệng,2026-05-09 04:48:01.300168
200,23,3,5,Đóng gói cẩn thận sạch sẽ,2026-04-22 02:33:01.300168
201,7,7,5,Đóng gói cẩn thận sạch sẽ,2026-05-01 19:43:01.300168
202,42,1,4,"Ăn vừa vị, giá cả hợp lý",2026-05-08 12:08:01.300168
203,79,1,4,Đóng gói cẩn thận sạch sẽ,2026-05-06 06:08:01.300168
204,11,9,3,Đóng gói cẩn thận sạch sẽ,2026-05-19 17:40:01.300168
205,18,6,5,Đồ ăn nóng hổi ngon miệng,2026-05-10 14:54:01.300168
206,61,2,4,"Ăn vừa vị, giá cả hợp lý",2026-04-20 20:31:01.300168
207,16,1,4,"Giao siêu nhanh, shipper dễ thương",2026-05-16 23:57:01.300168
208,49,1,4,Hơi ít so với hình nhưng ngon,2026-05-15 02:01:01.300168
209,38,1,4,"Ăn vừa vị, giá cả hợp lý",2026-04-20 13:59:01.300168
210,67,3,4,"Ăn vừa vị, giá cả hợp lý",2026-05-11 08:17:01.300168
211,43,5,5,"Ăn vừa vị, giá cả hợp lý",2026-05-09 12:49:01.300168
212,94,8,4,"Ăn vừa vị, giá cả hợp lý",2026-05-14 05:11:01.300168
213,29,2,4,"Giao siêu nhanh, shipper dễ thương",2026-05-07 00:07:01.300168
214,3,8,4,Hơi ít so với hình nhưng ngon,2026-05-18 18:07:01.300168
215,72,4,4,"Ăn vừa vị, giá cả hợp lý",2026-04-20 04:44:01.300168
216,71,9,4,"Ăn vừa vị, giá cả hợp lý",2026-05-12 08:29:01.300168
217,23,5,5,"Ăn vừa vị, giá cả hợp lý",2026-05-03 09:39:01.300168
218,14,5,4,Đồ ăn nóng hổi ngon miệng,2026-05-01 02:32:01.300168
219,55,10,5,Đồ ăn nóng hổi ngon miệng,2026-05-08 12:55:01.300168
220,98,6,4,Hơi ít so với hình nhưng ngon,2026-04-29 13:08:01.300168
221,38,9,4,"Giao siêu nhanh, shipper dễ thương",2026-04-21 10:34:01.300168
222,40,9,4,"Ăn vừa vị, giá cả hợp lý",2026-05-13 10:27:01.300168
223,64,8,5,Đồ ăn nóng hổi ngon miệng,2026-05-19 19:09:01.300168
224,13,4,5,Đóng gói cẩn thận sạch sẽ,2026-04-30 02:02:01.300168
225,82,3,4,Đóng gói cẩn thận sạch sẽ,2026-04-26 13:15:01.300168
226,19,7,4,"Giao siêu nhanh, shipper dễ thương",2026-04-25 13:10:01.300168
227,28,1,5,Hơi ít so với hình nhưng ngon,2026-04-23 18:31:01.300168
228,13,6,3,Đồ ăn nóng hổi ngon miệng,2026-04-28 09:34:01.300168
229,61,6,4,"Giao siêu nhanh, shipper dễ thương",2026-04-26 01:14:01.300168
230,41,3,4,Hơi ít so với hình nhưng ngon,2026-05-03 16:00:01.300168
231,85,2,4,Đồ ăn nóng hổi ngon miệng,2026-05-09 02:14:01.300168
232,11,8,4,Hơi ít so với hình nhưng ngon,2026-05-14 03:41:01.300168
233,73,5,5,Đồ ăn nóng hổi ngon miệng,2026-05-14 05:55:01.300168
234,49,1,4,Hơi ít so với hình nhưng ngon,2026-04-21 17:17:01.300168
235,89,4,5,Hơi ít so với hình nhưng ngon,2026-05-04 04:19:01.300168
236,60,7,5,Đồ ăn nóng hổi ngon miệng,2026-04-25 16:33:01.300168
237,61,4,3,Đóng gói cẩn thận sạch sẽ,2026-05-01 03:39:01.300168
238,10,9,5,Đóng gói cẩn thận sạch sẽ,2026-05-13 05:27:01.300168
239,41,10,3,"Giao siêu nhanh, shipper dễ thương",2026-05-03 06:06:01.300168
240,73,8,4,Đồ ăn nóng hổi ngon miệng,2026-05-01 23:56:01.300168
241,93,4,3,"Giao siêu nhanh, shipper dễ thương",2026-05-19 09:40:01.300168
242,74,1,4,"Giao siêu nhanh, shipper dễ thương",2026-05-13 06:03:01.300168
243,22,2,5,"Ăn vừa vị, giá cả hợp lý",2026-05-09 12:02:01.300168
244,26,4,4,Hơi ít so với hình nhưng ngon,2026-04-27 05:46:01.300168
245,70,8,4,"Giao siêu nhanh, shipper dễ thương",2026-05-04 16:04:01.300168
246,27,10,3,"Ăn vừa vị, giá cả hợp lý",2026-05-17 20:06:01.300168
247,7,5,4,Đồ ăn nóng hổi ngon miệng,2026-04-22 05:34:01.300168
248,2,5,3,Hơi ít so với hình nhưng ngon,2026-04-30 18:34:01.300168
249,77,7,3,Đồ ăn nóng hổi ngon miệng,2026-05-15 01:28:01.300168
250,59,2,4,"Giao siêu nhanh, shipper dễ thương",2026-04-20 20:25:01.300168
251,2,6,4,Đồ ăn nóng hổi ngon miệng,2026-05-06 19:40:01.300168
252,97,6,5,Đóng gói cẩn thận sạch sẽ,2026-04-27 17:33:01.300168
253,33,7,5,Đóng gói cẩn thận sạch sẽ,2026-04-21 22:31:01.300168
254,14,8,3,Hơi ít so với hình nhưng ngon,2026-05-13 00:00:01.300168
255,9,2,3,Đóng gói cẩn thận sạch sẽ,2026-05-12 05:20:01.300168
256,5,3,5,Hơi ít so với hình nhưng ngon,2026-04-26 05:38:01.300168
257,32,10,4,Đóng gói cẩn thận sạch sẽ,2026-04-26 11:38:01.300168
258,94,9,5,Hơi ít so với hình nhưng ngon,2026-05-05 12:11:01.300168
259,38,2,5,"Giao siêu nhanh, shipper dễ thương",2026-05-10 15:10:01.300168
260,5,5,5,Đồ ăn nóng hổi ngon miệng,2026-05-07 00:06:01.300168
261,49,10,4,Hơi ít so với hình nhưng ngon,2026-05-19 04:39:01.300168
262,9,10,4,Hơi ít so với hình nhưng ngon,2026-04-28 04:13:01.300168
263,64,1,4,"Ăn vừa vị, giá cả hợp lý",2026-04-29 13:35:01.300168
264,41,3,4,Hơi ít so với hình nhưng ngon,2026-05-13 11:19:01.300168
265,14,1,5,"Giao siêu nhanh, shipper dễ thương",2026-05-12 22:22:01.300168
266,68,5,3,Hơi ít so với hình nhưng ngon,2026-05-05 16:44:01.300168
267,8,4,3,"Ăn vừa vị, giá cả hợp lý",2026-05-07 00:20:01.300168
268,18,8,4,Hơi ít so với hình nhưng ngon,2026-04-27 06:37:01.300168
269,52,3,5,"Giao siêu nhanh, shipper dễ thương",2026-04-27 13:41:01.300168
270,39,10,5,"Giao siêu nhanh, shipper dễ thương",2026-05-01 19:56:01.300168
271,25,8,3,"Ăn vừa vị, giá cả hợp lý",2026-04-20 11:00:01.300168
272,35,4,4,"Ăn vừa vị, giá cả hợp lý",2026-05-07 14:15:01.300168
273,76,4,5,"Ăn vừa vị, giá cả hợp lý",2026-05-03 01:05:01.300168
274,54,2,4,Hơi ít so với hình nhưng ngon,2026-05-11 18:41:01.300168
275,65,6,5,Đóng gói cẩn thận sạch sẽ,2026-04-28 10:49:01.300168
276,43,3,4,"Giao siêu nhanh, shipper dễ thương",2026-05-14 19:49:01.300168
277,22,10,3,"Giao siêu nhanh, shipper dễ thương",2026-05-09 01:28:01.300168
278,81,1,4,"Giao siêu nhanh, shipper dễ thương",2026-05-07 03:10:01.300168
279,35,4,5,"Ăn vừa vị, giá cả hợp lý",2026-05-04 16:35:01.300168
280,65,3,4,Hơi ít so với hình nhưng ngon,2026-04-23 22:22:01.300168
281,65,7,4,Hơi ít so với hình nhưng ngon,2026-04-30 15:41:01.300168
282,51,2,5,Hơi ít so với hình nhưng ngon,2026-04-25 01:06:01.300168
283,94,9,4,Đồ ăn nóng hổi ngon miệng,2026-04-21 02:08:01.300168
284,30,5,5,Đồ ăn nóng hổi ngon miệng,2026-04-22 08:00:01.300168
285,45,7,5,"Giao siêu nhanh, shipper dễ thương",2026-05-17 02:18:01.300168
286,53,3,4,"Ăn vừa vị, giá cả hợp lý",2026-05-13 05:34:01.300168
287,42,8,3,"Giao siêu nhanh, shipper dễ thương",2026-05-03 13:37:01.300168
288,16,10,3,Đóng gói cẩn thận sạch sẽ,2026-04-20 19:04:01.300168
289,3,2,4,Đồ ăn nóng hổi ngon miệng,2026-05-10 19:29:01.300168
290,100,2,4,"Ăn vừa vị, giá cả hợp lý",2026-05-14 16:04:01.300168
291,44,7,3,"Giao siêu nhanh, shipper dễ thương",2026-04-22 22:54:01.300168
292,51,7,5,"Giao siêu nhanh, shipper dễ thương",2026-04-29 14:07:01.300168
293,99,6,4,Hơi ít so với hình nhưng ngon,2026-04-22 10:02:01.300168
294,97,7,4,Đồ ăn nóng hổi ngon miệng,2026-05-08 00:16:01.300168
295,100,4,4,"Ăn vừa vị, giá cả hợp lý",2026-05-18 13:48:01.300168
296,32,7,4,Đồ ăn nóng hổi ngon miệng,2026-05-18 13:41:01.300168
297,32,5,4,Hơi ít so với hình nhưng ngon,2026-05-17 12:56:01.300168
298,24,2,5,Đóng gói cẩn thận sạch sẽ,2026-04-21 04:34:01.300168
299,54,6,4,Đồ ăn nóng hổi ngon miệng,2026-05-12 17:30:01.300168
300,15,6,5,"Giao siêu nhanh, shipper dễ thương",2026-04-29 14:37:01.300168
301,89,10,3,Đóng gói cẩn thận sạch sẽ,2026-04-28 10:31:01.300168
302,80,6,3,Đồ ăn nóng hổi ngon miệng,2026-05-05 19:18:01.300168
303,25,3,4,Hơi ít so với hình nhưng ngon,2026-04-25 16:34:01.300168
304,20,2,4,Hơi ít so với hình nhưng ngon,2026-05-17 06:42:01.300168
305,33,3,5,Đồ ăn nóng hổi ngon miệng,2026-05-02 04:04:01.300168
306,75,7,4,"Giao siêu nhanh, shipper dễ thương",2026-05-18 09:54:01.300168
307,79,8,5,Đóng gói cẩn thận sạch sẽ,2026-05-15 20:01:01.300168
308,33,4,3,Đóng gói cẩn thận sạch sẽ,2026-04-25 15:09:01.300168
309,53,8,4,Đồ ăn nóng hổi ngon miệng,2026-05-14 02:37:01.300168
310,57,2,4,Đồ ăn nóng hổi ngon miệng,2026-04-27 13:05:01.300168
311,63,7,4,Đóng gói cẩn thận sạch sẽ,2026-05-14 05:33:01.300168
312,90,10,4,"Giao siêu nhanh, shipper dễ thương",2026-05-14 02:52:01.300168
313,74,6,3,Đồ ăn nóng hổi ngon miệng,2026-05-06 02:03:01.300168
314,69,1,3,Hơi ít so với hình nhưng ngon,2026-04-28 07:08:01.300168
315,7,10,4,Đóng gói cẩn thận sạch sẽ,2026-05-14 11:11:01.300168
316,85,5,3,Đóng gói cẩn thận sạch sẽ,2026-05-16 01:15:01.300168
